tipo_credito,fecha_prestamo,capital_prestado,plazo_meses,edad_cliente,tipo_laboral,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,tendencia_ingresos,Pago_atiempo,anio_prestamo,mes_prestamo,dia_semana_prestamo,hora_prestamo,relacion_cuota_salario,relacion_deuda_salario,saldo_pendiente_estimado,prediccion_modelo,probabilidad_incumplimiento,probabilidad_pago_atiempo,resultado_prediccion
9,2025-01-19 17:24:00,2896402.0,9.0,41.0,Independiente,5500000.0,2500000.0,270499.0,95.227787,853.0,14.0,5.0,0.0,190093.0,19999.0,0.0,12.0,0.0,1.0,1755606.0,Estable,1,2025,1,6,17,0.0491816363636363,0.981164,170094.0,1,0.3044550595952028,0.6955449404047972,Pago a tiempo
4,2025-07-22 12:39:00,4032000.0,6.0,38.0,Independiente,1000000.0,1158000.0,603902.0,89.979287,760.0,4.0,1.0,0.0,31320.0,31320.0,0.0,1.0,1.0,1.0,1000000.0,Estable,1,2025,7,1,12,0.603902,5.19,0.0,1,0.21479595290237663,0.7852040470976234,Pago a tiempo
4,2026-01-23 11:13:00,1582800.0,6.0,63.0,Independiente,1750000.0,342000.0,243484.0,95.227787,792.0,2.0,6.0,0.0,812.0,812.0,0.0,1.0,0.0,1.0,1013333.0,Creciente,1,2026,1,4,11,0.1391337142857142,1.0998857142857144,0.0,1,0.2833094716347053,0.7166905283652947,Pago a tiempo
9,2025-02-08 11:44:00,1183716.0,9.0,62.0,Independiente,3500000.0,2000000.0,110549.0,95.227787,889.0,3.0,2.0,0.0,18080.0,18080.0,0.0,1.0,0.0,2.0,,,1,2025,2,5,11,0.0315854285714285,0.9096331428571428,0.0,1,0.44224109161231573,0.5577589083876843,Pago a tiempo
9,2025-02-16 17:30:00,3417371.0,9.0,42.0,Independiente,10000000.0,4000000.0,319458.0,95.227787,771.0,7.0,5.0,0.0,9950.0,9950.0,0.0,0.0,0.0,5.0,2128000.0,Estable,1,2025,2,6,17,0.0319458,0.7417371,0.0,0,0.5271318760794887,0.4728681239205113,Posible incumplimiento
9,2025-03-27 08:37:00,3019130.0,9.0,42.0,Independiente,6000000.0,5500000.0,282366.0,95.227787,834.0,7.0,4.0,0.0,66544.0,66544.0,0.0,5.0,0.0,1.0,1242500.0,Creciente,1,2025,3,3,8,0.047061,1.419855,0.0,1,0.36395607598838364,0.6360439240116164,Pago a tiempo
9,2025-06-05 10:19:00,2642704.0,10.0,47.0,Independiente,3500000.0,2000000.0,224966.0,95.227787,830.0,3.0,4.0,0.0,21939.0,21939.0,0.0,2.0,0.0,1.0,1000000.0,Decreciente,1,2025,6,3,10,0.064276,1.3264868571428572,0.0,1,0.3739978108545806,0.6260021891454194,Pago a tiempo
9,2025-03-12 14:30:00,5277317.0,9.0,68.0,Independiente,3500000.0,0.0,493328.0,95.227787,886.0,2.0,3.0,0.0,3681.0,3681.0,0.0,2.0,0.0,0.0,,,1,2025,3,2,14,0.1409508571428571,1.507804857142857,0.0,1,0.2166637333225051,0.7833362666774949,Pago a tiempo
9,2025-05-18 12:47:00,413592.0,6.0,41.0,Empleado,5000000.0,2000000.0,56513.0,95.227787,732.0,9.0,9.0,0.0,84022.0,84022.0,0.0,6.0,0.0,2.0,826757.0,Creciente,1,2025,5,6,12,0.0113026,0.4827184,0.0,0,0.5252289417107824,0.4747710582892176,Posible incumplimiento
9,2025-10-13 09:57:00,5975441.0,11.0,42.0,Independiente,4780000.0,1227000.0,476119.0,95.227787,831.0,8.0,3.0,0.0,92351.0,92351.0,0.0,5.0,0.0,0.0,1500000.0,Creciente,1,2025,10,0,9,0.0996064853556485,1.506786820083682,0.0,1,0.1357177433726714,0.8642822566273286,Pago a tiempo
9,2025-04-07 13:23:00,1864176.0,11.0,40.0,Independiente,3000000.0,1500000.0,145286.0,95.227787,825.0,7.0,2.0,0.0,29995.0,29995.0,0.0,5.0,0.0,0.0,200000.0,Decreciente,1,2025,4,0,13,0.0484286666666666,1.121392,0.0,1,0.30759930842479033,0.6924006915752097,Pago a tiempo
4,2025-03-02 09:45:00,1701203.0,12.0,40.0,Empleado,2100000.0,1000000.0,134481.0,95.227787,835.0,3.0,7.0,0.0,38848.0,38848.0,0.0,1.0,1.0,1.0,2997521.0,Decreciente,1,2025,3,6,9,0.0640385714285714,1.286287142857143,0.0,0,0.5303841989990271,0.4696158010009729,Posible incumplimiento
4,2025-06-09 14:55:00,420000.0,18.0,45.0,Empleado,3700000.0,1800000.0,23983.0,95.227787,731.0,13.0,7.0,0.0,9660.0,9660.0,0.0,6.0,0.0,5.0,,,1,2025,6,0,14,0.0064818918918918,0.6,0.0,1,0.4452502763088583,0.5547497236911417,Pago a tiempo
4,2025-07-26 08:51:00,639600.0,6.0,62.0,Independiente,2734000.0,0.0,96378.0,95.227787,839.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1,2025,7,5,8,0.0352516459400146,0.2339429407461594,0.0,1,0.3264797595915415,0.6735202404084585,Pago a tiempo
4,2024-12-11 13:45:00,3600000.0,36.0,42.0,Empleado,2500000.0,1000000.0,116567.0,95.227787,827.0,3.0,2.0,0.0,5115.0,5115.0,0.0,2.0,0.0,0.0,908526.0,Estable,1,2024,12,2,13,0.0466268,1.84,0.0,1,0.46608301747088876,0.5339169825291112,Pago a tiempo
9,2024-11-28 13:03:00,2429022.0,9.0,41.0,Independiente,8000000.0,3000000.0,226524.0,95.227787,844.0,4.0,3.0,0.0,36426.0,36426.0,0.0,3.0,1.0,0.0,1000000.0,Estable,1,2024,11,3,13,0.0283155,0.67862775,0.0,1,0.37288541103329476,0.6271145889667052,Pago a tiempo
9,2025-06-27 11:59:00,3387720.0,9.0,42.0,Empleado,5000000.0,2000000.0,317596.0,95.227787,890.0,7.0,2.0,0.0,14526.0,14526.0,0.0,5.0,0.0,0.0,7423500.0,Creciente,1,2025,6,4,11,0.0635192,1.077544,0.0,1,0.09840565159435088,0.9015943484056491,Pago a tiempo
9,2025-04-23 14:41:00,1249776.0,10.0,41.0,Empleado,2000000.0,800000.0,106279.0,95.227787,791.0,9.0,2.0,0.0,14791.0,14791.0,0.0,6.0,0.0,0.0,933473.0,Creciente,1,2025,4,2,14,0.0531395,1.024888,0.0,1,0.20596866477563502,0.794031335224365,Pago a tiempo
9,2025-01-12 17:31:00,1955869.0,10.0,41.0,Empleado,652000.0,0.0,165888.0,95.227787,883.0,7.0,0.0,0.0,35676.0,35676.0,,3.0,0.0,1.0,,,1,2025,1,6,17,0.2544294478527607,2.999799079754601,0.0,1,0.2405561741198795,0.7594438258801205,Pago a tiempo
9,2025-01-29 12:34:00,1421531.0,10.0,68.0,Independiente,3500000.0,1200000.0,120568.0,95.227787,856.0,11.0,2.0,0.0,81188.0,62833.0,0.0,6.0,2.0,3.0,,,1,2025,1,2,12,0.034448,0.7490088571428571,18355.0,1,0.25103614601652813,0.7489638539834719,Pago a tiempo
9,2025-05-24 10:11:00,2543582.0,9.0,40.0,Independiente,5000000.0,2000000.0,238345.0,95.227787,825.0,9.0,4.0,0.0,60815.0,60815.0,0.0,3.0,0.0,1.0,871788.0,Creciente,1,2025,5,5,10,0.047669,0.9087164,0.0,1,0.3952583283567217,0.6047416716432783,Pago a tiempo
4,2025-04-17 10:12:00,1530643.0,12.0,61.0,Empleado,6500000.0,2000000.0,121344.0,95.227787,749.0,8.0,4.0,0.0,50651.0,50651.0,0.0,5.0,0.0,0.0,931394.0,Creciente,1,2025,4,3,10,0.0186683076923076,0.5431758461538462,0.0,1,0.29058258369160184,0.7094174163083982,Pago a tiempo
4,2025-02-17 17:40:00,1376400.0,12.0,57.0,Empleado,1200000.0,500000.0,108136.0,89.2295,843.0,7.0,1.0,0.0,25835.0,12869.0,0.0,1.0,3.0,2.0,1159147.0,Decreciente,1,2025,2,0,17,0.0901133333333333,1.5636666666666668,12966.0,1,0.16112038741549106,0.8388796125845089,Pago a tiempo
4,2025-04-01 13:45:00,669600.0,6.0,41.0,Independiente,3600000.0,500000.0,99948.0,95.227787,795.0,3.0,6.0,0.0,37627.0,37627.0,0.0,1.0,0.0,1.0,,,1,2025,4,1,13,0.0277633333333333,0.3248888888888889,0.0,1,0.46176906433934795,0.538230935660652,Pago a tiempo
9,2025-01-31 15:56:00,1806946.0,10.0,43.0,Empleado,3800000.0,1800000.0,153257.0,95.227787,829.0,5.0,4.0,0.0,30434.0,30434.0,0.0,4.0,1.0,0.0,2528216.0,Decreciente,1,2025,1,4,15,0.0403307894736842,0.9491963157894736,0.0,1,0.28137962551032036,0.7186203744896796,Pago a tiempo
4,2025-08-12 12:19:00,2068440.0,6.0,54.0,Empleado,14795278.0,4097000.0,311339.0,95.227787,871.0,8.0,3.0,0.0,213132.0,213132.0,0.0,5.0,0.0,1.0,14795278.0,Decreciente,1,2025,8,1,12,0.0210431328157537,0.4167167389487375,0.0,1,0.05863894876950082,0.9413610512304992,Pago a tiempo
9,2025-06-21 17:40:00,1674802.0,10.0,59.0,Independiente,8000000.0,3500000.0,142646.0,95.227787,920.0,6.0,4.0,0.0,106879.0,1586.0,0.0,6.0,0.0,0.0,4239337.0,Decreciente,1,2025,6,5,17,0.01783075,0.64685025,105293.0,1,0.20638660716874124,0.7936133928312588,Pago a tiempo
9,2025-04-20 18:09:00,637282.0,9.0,64.0,Empleado,2000000.0,1500000.0,59659.0,95.227787,874.0,4.0,2.0,0.0,953.0,953.0,0.0,1.0,0.0,0.0,,,1,2025,4,6,18,0.0298295,1.068641,0.0,1,0.22429002997019032,0.7757099700298097,Pago a tiempo
4,2024-12-19 10:56:00,552000.0,6.0,41.0,Empleado,1700000.0,200000.0,81845.0,95.227787,807.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1023151.0,Creciente,1,2024,12,3,10,0.0481441176470588,0.4423529411764706,0.0,1,0.4038820874586432,0.5961179125413568,Pago a tiempo
9,2025-03-08 14:46:00,1055188.0,10.0,66.0,Independiente,6000000.0,4000000.0,89590.0,95.227787,828.0,12.0,7.0,0.0,190322.0,169322.0,0.0,9.0,1.0,0.0,923771.0,Creciente,1,2025,3,5,14,0.0149316666666666,0.8425313333333333,21000.0,1,0.36804090096430664,0.6319590990356934,Pago a tiempo
9,2025-05-08 09:00:00,799680.0,11.0,39.0,Empleado,3100000.0,1500000.0,62395.0,95.227787,794.0,3.0,3.0,0.0,1015.0,1015.0,0.0,0.0,0.0,1.0,,,1,2025,5,3,9,0.0201274193548387,0.7418322580645161,0.0,1,0.36435084685832386,0.6356491531416761,Pago a tiempo
9,2025-03-21 09:02:00,3388212.0,10.0,39.0,Empleado,3000000.0,1000000.0,287825.0,95.227787,696.0,11.0,2.0,0.0,62754.0,62754.0,0.0,5.0,0.0,5.0,931763.0,Decreciente,1,2025,3,4,9,0.0959416666666666,1.4627373333333331,0.0,1,0.3719795579024582,0.6280204420975418,Pago a tiempo
4,2025-02-15 11:56:00,793506.0,12.0,59.0,Empleado,1500000.0,300000.0,62522.0,95.227787,823.0,1.0,4.0,0.0,433.0,433.0,0.0,0.0,0.0,1.0,923771.0,Creciente,1,2025,2,5,11,0.0416813333333333,0.729004,0.0,1,0.48741328307604603,0.512586716923954,Pago a tiempo
9,2025-04-07 11:42:00,1439080.0,11.0,60.0,Empleado,5000000.0,3500000.0,112156.0,91.99794,815.0,3.0,4.0,0.0,3215.0,3215.0,0.0,0.0,0.0,2.0,991122.0,Creciente,1,2025,4,0,11,0.0224312,0.987816,0.0,1,0.31386679623032654,0.6861332037696735,Pago a tiempo
9,2026-02-26 08:34:00,3823214.0,10.0,43.0,Empleado,18258000.0,4028000.0,342742.0,95.227787,880.0,12.0,2.0,0.0,424640.0,120655.0,0.0,9.0,0.0,0.0,13719347.0,Creciente,1,2026,2,3,8,0.0187721546719246,0.4300150071201665,303985.0,1,0.018265218976051045,0.981734781023949,Pago a tiempo
4,2025-05-18 11:48:00,1611760.0,6.0,42.0,Independiente,2500000.0,1600000.0,241383.0,95.227787,731.0,2.0,3.0,0.0,1600.0,1600.0,0.0,1.0,0.0,0.0,,,1,2025,5,6,11,0.0965532,1.284704,0.0,1,0.4802450321279004,0.5197549678720996,Pago a tiempo
9,2025-04-06 17:08:00,2536836.0,9.0,53.0,Independiente,3000000.0,1500000.0,237259.0,95.227787,771.0,5.0,9.0,0.0,84461.0,84461.0,0.0,3.0,0.0,0.0,1783333.0,Decreciente,1,2025,4,6,17,0.0790863333333333,1.345612,0.0,0,0.5295765681014175,0.4704234318985825,Posible incumplimiento
4,2025-10-17 15:41:00,2065746.0,18.0,67.0,Empleado,3400000.0,408000.0,122030.0,95.227787,727.0,4.0,6.0,0.0,14926.0,14926.0,0.0,0.0,2.0,1.0,983368.0,Creciente,1,2025,10,4,15,0.0358911764705882,0.7275723529411765,0.0,1,0.2389875962925938,0.7610124037074062,Pago a tiempo
9,2026-02-06 12:14:00,3394949.0,9.0,43.0,Empleado,4872000.0,1424000.0,331642.0,95.227787,856.0,5.0,3.0,0.0,80637.0,80637.0,0.0,4.0,0.0,1.0,3568025.0,Creciente,1,2026,2,4,12,0.0680710180623973,0.9891110426929391,0.0,1,0.1070681214421838,0.8929318785578162,Pago a tiempo
9,2025-06-22 10:16:00,2843659.0,9.0,42.0,Independiente,3000000.0,2000000.0,269489.0,95.227787,825.0,5.0,2.0,0.0,9022.0,9022.0,0.0,3.0,0.0,0.0,,,1,2025,6,6,10,0.0898296666666666,1.614553,0.0,1,0.33490343840493386,0.6650965615950661,Pago a tiempo
9,2025-03-28 08:54:00,1411796.0,11.0,41.0,Empleado,6500000.0,2500000.0,111226.0,95.227787,850.0,7.0,5.0,0.0,87378.0,87378.0,0.0,6.0,0.0,1.0,9119911.0,Creciente,1,2025,3,4,8,0.0171116923076923,0.6018147692307693,0.0,1,0.23277058817802443,0.7672294118219756,Pago a tiempo
4,2025-02-09 14:13:00,1404000.0,10.0,37.0,Empleado,3500000.0,2000000.0,129921.0,95.227787,774.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3447484.0,Creciente,1,2025,2,6,14,0.0371202857142857,0.9725714285714284,0.0,1,0.3534213111546647,0.6465786888453353,Pago a tiempo
9,2024-12-07 10:41:00,1774891.0,10.0,63.0,Independiente,3000000.0,1500000.0,150301.0,95.227787,943.0,6.0,1.0,0.0,20406.0,0.0,0.0,0.0,1.0,3.0,,,1,2024,12,5,10,0.0501003333333333,1.0916303333333333,20406.0,1,0.3718939501731716,0.6281060498268284,Pago a tiempo
9,2025-06-08 12:47:00,744115.0,9.0,37.0,Empleado,2000000.0,1400000.0,69727.0,95.227787,735.0,5.0,5.0,0.0,8384.0,1057.0,0.0,0.0,0.0,2.0,2868897.0,Creciente,1,2025,6,6,12,0.0348635,1.0720575,7327.0,1,0.4210238099345328,0.5789761900654672,Pago a tiempo
9,2025-11-12 10:09:00,3846830.0,10.0,40.0,Empleado,4824000.0,1638000.0,337499.0,95.227787,818.0,8.0,3.0,0.0,36056.0,36056.0,0.0,6.0,0.0,1.0,1084047.0,Creciente,1,2025,11,2,10,0.0699624792703151,1.1369879767827529,0.0,1,0.14180905434906022,0.8581909456509398,Pago a tiempo
9,2024-12-04 16:39:00,1784658.0,7.0,64.0,Empleado,3200000.0,2500000.0,210192.0,95.227787,922.0,8.0,0.0,0.0,25339.0,25339.0,0.0,5.0,0.0,0.0,,,1,2024,12,2,16,0.065685,1.338955625,0.0,1,0.1288900438224686,0.8711099561775314,Pago a tiempo
4,2025-04-19 10:33:00,1289400.0,6.0,61.0,Empleado,1600000.0,700000.0,192463.0,95.227787,838.0,4.0,5.0,0.0,11505.0,11505.0,0.0,2.0,1.0,1.0,2700459.0,Creciente,1,2025,4,5,10,0.120289375,1.243375,0.0,1,0.3295607890724752,0.6704392109275248,Pago a tiempo
9,2025-12-17 11:33:00,3081804.0,4.0,68.0,Empleado,2980000.0,582000.0,631536.0,95.227787,848.0,6.0,2.0,0.0,30329.0,30329.0,0.0,4.0,0.0,0.0,992377.0,Creciente,1,2025,12,2,11,0.2119248322147651,1.2294644295302013,0.0,1,0.10942552300290687,0.8905744769970931,Pago a tiempo
4,2025-01-23 10:23:00,960000.0,6.0,62.0,Independiente,3000000.0,1050000.0,142489.0,95.227787,856.0,8.0,1.0,0.0,42809.0,40976.0,0.0,6.0,0.0,2.0,,,1,2025,1,3,10,0.0474963333333333,0.67,1833.0,1,0.31537023458323354,0.6846297654167665,Pago a tiempo
9,2025-07-25 12:45:00,3278569.0,9.0,68.0,Empleado,5000000.0,2000000.0,307951.0,95.227787,861.0,3.0,2.0,0.0,49.0,49.0,0.0,2.0,0.0,0.0,,,1,2025,7,4,12,0.0615902,1.0557138,0.0,1,0.14043491534784458,0.8595650846521554,Pago a tiempo
9,2025-06-15 09:08:00,2000076.0,10.0,67.0,Independiente,1500000.0,600000.0,170261.0,95.227787,882.0,3.0,1.0,0.0,917.0,917.0,0.0,3.0,0.0,0.0,1100000.0,Estable,1,2025,6,6,9,0.1135073333333333,1.733384,0.0,1,0.28118199904170127,0.7188180009582987,Pago a tiempo
4,2025-06-22 11:57:00,734400.0,6.0,62.0,Independiente,2600000.0,450000.0,110397.0,95.227787,794.0,9.0,2.0,0.0,73820.0,73820.0,0.0,5.0,0.0,1.0,977131.0,Creciente,1,2025,6,6,11,0.0424603846153846,0.4555384615384615,0.0,1,0.2993105868563092,0.7006894131436908,Pago a tiempo
4,2025-03-19 11:20:00,1763880.0,6.0,56.0,Empleado,4550000.0,2000000.0,262163.0,95.227787,712.0,9.0,6.0,0.0,37965.0,37965.0,0.0,4.0,0.0,2.0,3210392.0,Creciente,1,2025,3,2,11,0.0576182417582417,0.8272263736263736,0.0,1,0.3211384462067225,0.6788615537932775,Pago a tiempo
4,2025-01-16 17:47:00,1896000.0,12.0,57.0,Independiente,3000000.0,800000.0,149205.0,95.227787,771.0,7.0,2.0,0.0,14163.0,13292.0,0.0,2.0,1.0,0.0,916148.0,Creciente,1,2025,1,3,17,0.049735,0.8986666666666666,871.0,1,0.28860720495788494,0.7113927950421151,Pago a tiempo
9,2025-02-23 15:49:00,8830670.0,9.0,46.0,Independiente,2800000.0,2300000.0,825498.0,95.227787,748.0,18.0,6.0,0.0,439467.0,439467.0,0.0,13.0,0.0,3.0,,,1,2025,2,6,15,0.2948207142857142,3.9752392857142858,0.0,1,0.26436034278684484,0.7356396572131552,Pago a tiempo
4,2024-12-07 08:33:00,2328000.0,12.0,42.0,Independiente,16000000.0,12000000.0,182670.0,,762.0,10.0,7.0,0.0,185912.0,185912.0,0.0,7.0,0.0,1.0,860936.0,Decreciente,0,2024,12,5,8,0.011416875,0.8955,0.0,0,0.6563271616692536,0.3436728383307463,Posible incumplimiento
4,2025-01-23 12:11:00,4659840.0,6.0,39.0,Empleado,12000000.0,6000000.0,690914.0,95.227787,706.0,3.0,2.0,0.0,2407.0,2407.0,0.0,2.0,0.0,0.0,5615070.0,Creciente,1,2025,1,3,12,0.0575761666666666,0.88832,0.0,1,0.29369113767911514,0.7063088623208849,Pago a tiempo
4,2025-01-07 10:33:00,600000.0,6.0,43.0,Independiente,3000000.0,2400000.0,88893.0,,738.0,2.0,5.0,0.0,10910.0,10910.0,0.0,0.0,0.0,1.0,,,0,2025,1,1,10,0.029631,1.0,0.0,0,0.5546289762990868,0.44537102370091325,Posible incumplimiento
4,2025-03-10 19:00:00,1092960.0,8.0,40.0,Empleado,1800000.0,500000.0,124065.0,95.227787,765.0,1.0,4.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,1196669.0,Creciente,1,2025,3,0,19,0.068925,0.8849777777777778,0.0,1,0.2934556403066253,0.7065443596933747,Pago a tiempo
4,2025-10-03 15:30:00,2067540.0,6.0,54.0,Independiente,4350000.0,1352000.0,312676.0,95.227787,748.0,10.0,3.0,0.0,54426.0,54426.0,0.0,6.0,0.0,1.0,1536363.0,Creciente,1,2025,10,4,15,0.071879540229885,0.7861011494252873,0.0,1,0.19561097529576688,0.8043890247042331,Pago a tiempo
4,2025-04-05 10:15:00,4152000.0,6.0,43.0,Independiente,15000000.0,3000000.0,617282.0,95.227787,775.0,3.0,5.0,0.0,67818.0,67818.0,0.0,2.0,0.0,0.0,32724.0,Creciente,1,2025,4,5,10,0.0411521333333333,0.4768,0.0,0,0.5771307053959223,0.42286929460407774,Posible incumplimiento
4,2024-12-02 14:30:00,2952000.0,6.0,42.0,Independiente,5000000.0,1500000.0,438153.0,89.979287,749.0,7.0,4.0,0.0,14043.0,14043.0,0.0,2.0,0.0,2.0,30285.0,Creciente,1,2024,12,0,14,0.0876306,0.8904,0.0,1,0.4701507866289364,0.5298492133710636,Pago a tiempo
4,2025-02-15 11:33:00,2648520.0,8.0,55.0,Empleado,7200000.0,3000000.0,300397.0,95.227787,748.0,3.0,5.0,0.0,23484.0,23484.0,0.0,2.0,0.0,1.0,7245404.0,Creciente,1,2025,2,5,11,0.0417218055555555,0.7845166666666666,0.0,1,0.3580976473887385,0.6419023526112615,Pago a tiempo
4,2024-12-09 18:45:00,1985520.0,6.0,55.0,Empleado,2000000.0,800000.0,294702.0,95.227787,848.0,3.0,2.0,0.0,6667.0,6667.0,0.0,1.0,0.0,0.0,3879984.0,Creciente,1,2024,12,0,18,0.147351,1.39276,0.0,1,0.1727544811196895,0.8272455188803105,Pago a tiempo
4,2025-08-08 18:25:00,2340600.0,6.0,52.0,Empleado,8000000.0,4000000.0,347040.0,95.227787,760.0,22.0,15.0,0.0,437035.0,437035.0,0.0,15.0,1.0,2.0,5885289.0,Creciente,1,2025,8,4,18,0.04338,0.792575,0.0,1,0.19304745969318837,0.8069525403068116,Pago a tiempo
4,2025-02-23 15:08:00,12480000.0,6.0,42.0,Independiente,14000000.0,4000000.0,1853620.0,95.227787,708.0,5.0,5.0,0.0,39944.0,39944.0,0.0,3.0,0.0,0.0,908526.0,Estable,1,2025,2,6,15,0.1324014285714285,1.177142857142857,0.0,0,0.5516107515868696,0.4483892484131304,Posible incumplimiento
9,2025-02-09 12:56:00,1604400.0,6.0,62.0,Independiente,4000000.0,2000000.0,218705.0,95.227787,800.0,6.0,5.0,0.0,208519.0,208519.0,0.0,4.0,0.0,1.0,1565000.0,Estable,1,2025,2,6,12,0.05467625,0.9011,0.0,1,0.4566705886687359,0.5433294113312641,Pago a tiempo
4,2024-12-23 11:38:00,4973195.0,6.0,55.0,Independiente,8000000.0,1500000.0,736876.0,58.597591,781.0,4.0,4.0,0.0,5674.0,5674.0,0.0,1.0,0.0,1.0,60569.0,Decreciente,0,2024,12,0,11,0.0921095,0.809149375,0.0,1,0.4698771089555104,0.5301228910444896,Pago a tiempo
4,2025-04-27 13:04:00,3565920.0,6.0,43.0,Independiente,3000000.0,800000.0,531436.0,95.227787,880.0,7.0,3.0,0.0,53205.0,22799.0,0.0,7.0,0.0,0.0,,,1,2025,4,6,13,0.1771453333333333,1.4553066666666667,30406.0,1,0.35137084235683236,0.6486291576431676,Pago a tiempo
4,2025-03-27 12:05:00,10656000.0,6.0,61.0,Independiente,8000000.0,3500000.0,1583786.0,95.227787,860.0,6.0,5.0,0.0,70494.0,70494.0,0.0,4.0,0.0,1.0,1016666.0,Creciente,1,2025,3,3,12,0.19797325,1.7695,0.0,1,0.35040141911488776,0.6495985808851122,Pago a tiempo
4,2025-01-28 10:59:00,7620618.0,6.0,58.0,Independiente,20000000.0,1000000.0,1131819.0,95.227787,845.0,5.0,6.0,0.0,22789.0,22789.0,0.0,4.0,0.0,0.0,1189017.0,Decreciente,1,2025,1,1,10,0.05659095,0.4310309,0.0,1,0.45375784213402015,0.5462421578659798,Pago a tiempo
4,2025-03-15 15:32:00,6480000.0,6.0,38.0,Independiente,10000000.0,2000000.0,963064.0,95.227787,788.0,3.0,3.0,0.0,69588.0,69588.0,0.0,1.0,0.0,0.0,545426.0,Creciente,1,2025,3,5,15,0.0963064,0.848,0.0,1,0.46714455785934605,0.532855442140654,Pago a tiempo
4,2025-04-27 14:33:00,3575998.0,6.0,48.0,Independiente,6000000.0,1800000.0,531648.0,95.227787,774.0,8.0,5.0,0.0,25755.0,22857.0,0.0,5.0,0.0,1.0,963410.0,Decreciente,1,2025,4,6,14,0.088608,0.8959996666666666,2898.0,1,0.47511075658530266,0.5248892434146973,Pago a tiempo
4,2025-05-10 15:25:00,1144800.0,6.0,49.0,Empleado,2257000.0,1000000.0,170189.0,95.227787,827.0,4.0,2.0,0.0,4909.0,4909.0,0.0,1.0,0.0,1.0,2835797.0,Creciente,1,2025,5,5,15,0.0754049623393885,0.9502879929109436,0.0,1,0.2503128954253303,0.7496871045746697,Pago a tiempo
4,2025-01-13 18:24:00,1923600.0,8.0,41.0,Empleado,2500000.0,1000000.0,217883.0,95.227787,803.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,Estable,1,2025,1,0,18,0.0871532,1.16944,0.0,1,0.2573703068610067,0.7426296931389933,Pago a tiempo
9,2025-05-16 10:39:00,821208.0,2.0,39.0,Empleado,4000000.0,1000000.0,323939.0,95.227787,777.0,8.0,7.0,0.0,53130.0,53130.0,0.0,4.0,0.0,2.0,939017.0,,1,2025,5,4,10,0.08098475,0.455302,0.0,1,0.4341619322759753,0.5658380677240247,Pago a tiempo
4,2025-02-17 09:14:00,3389690.0,6.0,60.0,Independiente,8000000.0,1500000.0,503439.0,95.227787,846.0,5.0,1.0,0.0,42035.0,42035.0,0.0,4.0,0.0,0.0,878310.0,Creciente,1,2025,2,0,9,0.062929875,0.61121125,0.0,1,0.2882034200602712,0.7117965799397288,Pago a tiempo
4,2025-03-06 12:30:00,3513480.0,12.0,62.0,Independiente,8000000.0,4000000.0,276351.0,95.227787,774.0,3.0,5.0,0.0,23628.0,23628.0,0.0,3.0,0.0,0.0,,,1,2025,3,3,12,0.034543875,0.939185,0.0,1,0.38627273305328635,0.6137272669467136,Pago a tiempo
4,2025-10-19 19:35:00,4923840.0,6.0,46.0,Empleado,3080000.0,2929000.0,744637.0,95.227787,815.0,6.0,3.0,0.0,123697.0,123697.0,0.0,1.0,3.0,1.0,1414200.0,Decreciente,1,2025,10,6,19,0.2417652597402597,2.5496233766233765,0.0,1,0.14384449086279438,0.8561555091372056,Pago a tiempo
4,2025-03-16 10:13:00,1848600.0,6.0,58.0,Empleado,5000000.0,2000000.0,274568.0,95.227787,865.0,7.0,4.0,0.0,52913.0,52913.0,0.0,2.0,3.0,0.0,5011916.0,Decreciente,1,2025,3,6,10,0.0549136,0.76972,0.0,1,0.22238072530592068,0.7776192746940793,Pago a tiempo
9,2025-04-10 16:31:00,878880.0,3.0,59.0,Independiente,4000000.0,2000000.0,233237.0,95.227787,830.0,1.0,2.0,0.0,15000.0,15000.0,0.0,1.0,0.0,0.0,,,1,2025,4,3,16,0.05830925,0.71972,0.0,1,0.28609273438791905,0.713907265612081,Pago a tiempo
4,2025-03-17 17:11:00,3042780.0,6.0,57.0,Independiente,3000000.0,400000.0,451936.0,95.227787,826.0,1.0,0.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,931394.0,Creciente,1,2025,3,0,17,0.1506453333333333,1.1475933333333332,0.0,1,0.22792113323831575,0.7720788667616842,Pago a tiempo
4,2025-11-13 16:42:00,2010000.0,6.0,54.0,Independiente,6940000.0,628000.0,305643.0,95.227787,885.0,13.0,4.0,0.0,44899.0,44899.0,0.0,11.0,0.0,1.0,1447666.0,Estable,1,2025,11,3,16,0.0440407780979827,0.3801152737752161,0.0,1,0.1283906990990097,0.8716093009009903,Pago a tiempo
